line,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,n_floors,raw_address,is_exact_address_hidden,street_name,street_number,floor,is_floor_under,neighborhood_id,operation,rent_price,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,energy_certificate,has_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
14895,6847,"Piso en venta en calle de Canillas, 98","Prosperidad, Madrid",90.0,80.0,3,1.0,,"Calle de Canillas, 98",False,Calle de Canillas,98,4,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1275,330000,3667,True,HouseType 1: Pisos,True,False,,,,False,False,True,True,False,False,True,False,False,False,False,en trámite,False,,,False,False,False,True
14896,6846,"Piso en venta en paseo de la Habana, 14","El Viso, Madrid",72.0,,1,1.0,,"Paseo de la Habana, 14",False,Paseo de la Habana,14,2,False,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,1644,490000,6806,True,HouseType 1: Pisos,False,False,,,,False,True,True,True,False,False,True,False,False,False,False,no indicado,False,,,False,True,False,False
14897,6845,"Piso en venta en calle Esteban Terradas, 5","Castilla, Madrid",111.0,,4,2.0,,"Calle Esteban Terradas, 5",False,Calle Esteban Terradas,5,2,False,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,1405,385000,3468,True,HouseType 1: Pisos,False,False,,,,False,False,True,False,False,False,False,False,True,False,False,no indicado,False,,,,,,
14898,6844,"Piso en venta en calle de Puerto Rico, 3","Bernabéu-Hispanoamérica, Madrid",96.0,84.0,3,2.0,,"Calle de Puerto Rico, 3",False,Calle de Puerto Rico,3,3,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1485,420000,4375,True,HouseType 1: Pisos,True,False,,True,False,False,True,False,True,False,False,True,False,False,True,True,no indicado,False,,,True,False,True,False
14899,6843,"Piso en venta en calle de Canillas, 88","Prosperidad, Madrid",65.0,,2,2.0,,"Calle de Canillas, 88",False,Calle de Canillas,88,Bajo,True,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1094,260000,4000,True,HouseType 1: Pisos,False,False,,,,False,False,False,True,False,False,False,False,False,False,False,D,False,,,,,,
14900,6842,"Piso en venta en calle de Juan Ramón Jiménez, 8","Bernabéu-Hispanoamérica, Madrid",85.0,,1,1.0,,"Calle de Juan Ramn Jimnez, 8",False,Calle de Juan Ramn Jimnez,8,7,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1897,600000,7059,True,HouseType 1: Pisos,False,False,,True,False,True,True,True,True,False,True,False,False,False,True,False,en trámite,False,,,False,False,False,True
14902,6840,"Dúplex en venta en calle de Pradillo, 34","Ciudad Jardín, Madrid",190.0,170.0,3,3.0,,"Calle de Pradillo, 34",False,Calle de Pradillo,34,Bajo,True,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,2371,1091000,5742,True,HouseType 4: Dúplex,False,False,,,,True,True,True,True,False,True,False,False,True,False,True,A,True,True,0.0,False,True,False,False
14903,6839,"Piso en venta en calle Ramón de Santillán, 15","Bernabéu-Hispanoamérica, Madrid",96.0,82.0,3,2.0,,"Calle Ramn de Santilln, 15",False,Calle Ramn de Santilln,15,Entreplanta exterior,True,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,2070,675000,7031,True,HouseType 1: Pisos,False,False,,False,True,True,True,False,True,False,False,False,False,False,False,False,no indicado,True,False,20000.0,True,True,False,False
14905,6837,"Piso en venta en plaza rafael herrera, 9","Castilla, Madrid",110.0,,3,1.0,,"Plaza rafael herrera, 9",False,Plaza rafael herrera,9,6,False,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,1644,490000,4455,True,HouseType 1: Pisos,False,False,,True,False,False,False,True,True,False,False,False,False,False,False,False,no indicado,False,,,,,,
14906,6836,"Piso en venta en calle del Conde de Torralba, 2","Castilla, Madrid",65.0,,2,1.0,,"Calle del Conde de Torralba, 2",False,Calle del Conde de Torralba,2,4,False,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,1038,240000,3692,True,HouseType 1: Pisos,False,False,,,,False,True,True,True,False,False,True,True,True,False,False,en trámite,False,,,False,False,True,False
14910,6832,"Piso en venta en plaza de la República Dominicana, 9","Bernabéu-Hispanoamérica, Madrid",82.0,,3,1.0,,"Plaza de la Repblica Dominicana, 9",False,Plaza de la Repblica Dominicana,9,3,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1553,450000,5488,True,HouseType 1: Pisos,False,False,,False,True,False,False,True,False,False,False,False,False,False,False,False,no indicado,False,,,,,,
14911,6831,"Piso en venta en calle Santa María Magdalena, 9","Nueva España, Madrid",140.0,,4,2.0,,"Calle Santa Maria Magdalena, 9",False,Calle Santa Maria Magdalena,9,3,False,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1989,640000,4571,True,HouseType 1: Pisos,True,False,,True,False,True,True,True,True,False,False,True,False,False,True,True,no indicado,True,True,0.0,False,True,True,False
14912,6830,"Piso en venta en calle de Chile, 25","Nueva España, Madrid",82.0,,1,1.0,,"Calle de Chile, 25",False,Calle de Chile,25,5,False,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1370,370000,4512,True,HouseType 1: Pisos,False,False,,False,True,True,False,True,False,False,False,False,False,False,True,False,no indicado,False,,,False,True,True,False
14913,6829,"Piso en venta en avenida de América, 7","Prosperidad, Madrid",101.0,,3,1.0,,"Avenida de Amrica, 7",False,Avenida de Amrica,7,1,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1453,406000,4020,True,HouseType 1: Pisos,True,False,,True,False,True,True,True,True,False,False,True,True,False,True,True,no indicado,False,,,,,,
14914,6828,"Piso en venta en calle Velázquez, 160","El Viso, Madrid",129.0,,2,2.0,,"Calle Velzquez, 160",False,Calle Velzquez,160,3,False,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2517,975000,7558,True,HouseType 1: Pisos,False,False,2013.0,False,True,True,True,True,True,False,False,False,False,False,False,False,A,True,True,0.0,,,,
14915,6827,"Piso en venta en calle del Torpedero Tucumán, 10","Nueva España, Madrid",81.0,,3,2.0,,"Calle del Torpedero Tucumn, 10",False,Calle del Torpedero Tucumn,10,2,False,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1553,450000,5556,True,HouseType 1: Pisos,False,False,,True,False,False,False,True,True,False,False,False,False,False,True,False,no indicado,True,True,0.0,False,False,True,False
14916,6826,"Piso en venta en calle de Colombia, 46","Bernabéu-Hispanoamérica, Madrid",93.0,,3,2.0,,"Calle de Colombia, 46",False,Calle de Colombia,46,1,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1735,530000,5699,True,HouseType 1: Pisos,False,False,,,,True,True,True,True,False,False,True,False,False,False,True,en trámite,True,True,0.0,False,True,True,False
14917,6825,"Piso en venta en calle Apolonio Morales, 6","Nueva España, Madrid",45.0,40.0,1,1.0,,"Calle Apolonio Morales, 6",False,Calle Apolonio Morales,6,2,False,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,917,200000,4444,True,HouseType 1: Pisos,False,False,,True,False,False,True,True,True,False,True,True,False,False,False,True,en trámite,False,,,False,True,False,False
14918,6824,"Piso en venta en calle de López de Hoyos, 184","Prosperidad, Madrid",57.0,41.0,2,1.0,,"Calle de Lpez de Hoyos, 184",False,Calle de Lpez de Hoyos,184,Semi-sótano exterior,True,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1035,239000,4193,True,HouseType 1: Pisos,False,False,,,,False,True,True,True,False,False,True,False,False,False,False,en trámite,False,,,,,,
14919,6823,"Piso en venta en calle Juan Bautista de Toledo, 4","Prosperidad, Madrid",215.0,,3,2.0,,"Calle Juan Bautista de Toledo, 4",False,Calle Juan Bautista de Toledo,4,Bajo,True,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,2165,1150000,5349,True,HouseType 1: Pisos,False,False,,False,True,True,True,True,True,False,False,False,False,False,False,False,en trámite,False,,,True,False,False,True
14920,6822,"Piso en venta en calle de Canillas, 38","Prosperidad, Madrid",49.0,44.0,1,1.0,,"Calle de Canillas, 38",False,Calle de Canillas,38,Entreplanta exterior,True,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,948,210000,4286,True,HouseType 1: Pisos,False,False,,,,False,True,False,True,False,False,False,False,True,False,False,D,False,,,True,True,False,False
14921,6821,"Piso en venta en calle del Príncipe de Vergara, 126","Ciudad Jardín, Madrid",180.0,155.0,5,3.0,,"Calle del Principe de Vergara, 126",False,Calle del Principe de Vergara,126,5,False,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,2275,770000,4278,True,HouseType 1: Pisos,False,False,1975.0,True,False,False,True,True,True,False,False,True,True,False,True,True,en trámite,False,,,False,False,True,False
14922,6820,"Ático en venta en calle de Marcenado, 38","Ciudad Jardín, Madrid",201.0,126.0,4,2.0,,"Calle de Marcenado, 38",False,Calle de Marcenado,38,5,False,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,2115,695000,3458,True,HouseType 5: Áticos,False,False,,True,False,True,True,True,True,False,False,True,False,False,False,False,en trámite,False,,,False,True,False,False
14923,6819,"Piso en venta en calle de López de Hoyos, 188","Prosperidad, Madrid",82.0,,2,1.0,,"Calle de Lpez de Hoyos, 188",False,Calle de Lpez de Hoyos,188,1,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1277,331000,4037,True,HouseType 1: Pisos,False,False,,True,False,False,True,True,False,False,False,False,False,False,True,False,E,False,,,False,False,True,True
14924,6818,"Piso en venta en calle de Puerto Rico, 40","Bernabéu-Hispanoamérica, Madrid",80.0,,2,1.0,,"Calle de Puerto Rico, 40",False,Calle de Puerto Rico,40,2,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1442,401000,5012,True,HouseType 1: Pisos,False,False,,False,True,True,True,True,True,False,False,False,False,False,False,False,en trámite,False,,,False,True,False,True
14925,6817,"Piso en venta en calle Santa María Magdalena, 9","Nueva España, Madrid",145.0,,4,2.0,,"Calle Santa Maria Magdalena, 9",False,Calle Santa Maria Magdalena,9,4,False,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,2012,650000,4483,True,HouseType 1: Pisos,True,False,,,,True,True,True,True,False,False,True,False,False,False,False,en trámite,True,True,0.0,False,False,True,True
14926,6816,"Piso en venta en calle Prieto Ureña, 20","Nueva España, Madrid",90.0,,2,1.0,,"Calle Prieto Urea, 20",False,Calle Prieto Urea,20,Bajo,True,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1358,365000,4056,True,HouseType 1: Pisos,False,False,,True,False,True,True,True,True,False,False,False,False,False,False,True,no indicado,True,True,0.0,False,False,True,True
14927,6815,Piso en venta en calle Lerez,"El Viso, Madrid",97.0,,1,1.0,,Calle Lerez,True,Calle Lerez,,1,False,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2234,750000,7732,True,HouseType 1: Pisos,False,False,2014.0,False,True,True,True,True,True,False,True,True,False,True,True,False,G,False,,,False,False,False,True
14928,6814,"Piso en venta en calle de la Hiedra, 28","Castilla, Madrid",220.0,190.0,5,3.0,,"Calle de la Hiedra, 28",False,Calle de la Hiedra,28,8,False,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,2509,1000000,4545,True,HouseType 1: Pisos,False,False,,,,True,True,True,True,False,True,False,False,True,False,True,A,True,True,0.0,,,,
14929,6813,"Piso en venta en calle Padre Indalecio Hernández, 1","Prosperidad, Madrid",98.0,95.0,3,2.0,,"Calle Padre Indalecio Hernndez, 1",False,Calle Padre Indalecio Hernndez,1,1,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1610,475000,4847,True,HouseType 1: Pisos,True,False,1940.0,,,False,True,False,True,False,False,False,False,False,False,False,en trámite,False,,,False,True,False,False
16295,5447, Chalet pareado en venta en pasaje ESPAÑOL,"Opañel, Madrid",117.0,85.0,3,1.0,1.0,Pasaje ESPAeOL,True,Pasaje ESPAeOL,,,False,Neighborhood 15: Opañel (2235.32 €/m2) - District 3: Carabanchel,sale,979,220000,1880,True,HouseType 2: Casa o chalet,False,False,1916.0,False,True,True,True,,,False,False,True,False,True,False,False,en trámite,False,,,True,False,False,False
14932,6810,"Piso en venta en calle Clara del Rey, 71","Prosperidad, Madrid",86.0,,2,2.0,,"Calle Clara del Rey, 71",False,Calle Clara del Rey,71,Bajo,True,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1250,320000,3721,True,HouseType 1: Pisos,True,False,1973.0,True,False,False,False,True,False,False,False,False,False,True,False,False,en trámite,False,,,,,,
14934,6808,"Piso en venta en avenida de Burgos, 16 A","Castilla, Madrid",120.0,,3,2.0,,"Avenida de Burgos, 16 A",False,Avenida de Burgos,16 A,3,False,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,1598,470000,3917,True,HouseType 1: Pisos,False,False,1985.0,False,True,True,True,True,True,False,True,False,False,False,True,True,no indicado,True,True,0.0,True,False,False,False
14935,6807,Piso en venta en avenida de América,"Prosperidad, Madrid",100.0,,3,2.0,,Avenida de Amrica,True,Avenida de Amrica,,7,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1735,530000,5300,True,HouseType 1: Pisos,False,False,,False,True,True,True,True,True,False,False,True,False,False,True,False,en trámite,False,,,False,False,True,False
14937,6805,"Piso en venta en calle Anzuola, 7","Prosperidad, Madrid",76.0,,2,1.0,,"Calle Anzuola, 7",False,Calle Anzuola,7,1,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1172,289000,3803,True,HouseType 1: Pisos,False,False,,,,True,True,False,True,False,False,True,False,False,False,False,en trámite,False,,,,,,
14938,6804,Piso en venta en calle de Luis Cabrera,"Prosperidad, Madrid",80.0,,3,2.0,,Calle de Luis Cabrera,True,Calle de Luis Cabrera,,2,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1323,350000,4375,True,HouseType 1: Pisos,False,False,,True,False,False,True,True,True,False,False,False,False,False,False,False,en trámite,False,,,,,,
14939,6803,Piso en venta en calle Profesor Waksman,"Bernabéu-Hispanoamérica, Madrid",160.0,,4,3.0,,Calle Profesor Waksman,True,Calle Profesor Waksman,,4,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,2315,790000,4938,True,HouseType 1: Pisos,True,False,,True,False,False,True,True,True,False,False,False,False,True,True,False,en trámite,False,,,False,False,True,True
14940,6802,Piso en venta en calle del Príncipe de Vergara,"Bernabéu-Hispanoamérica, Madrid",91.0,,1,1.0,,Calle del Principe de Vergara,True,Calle del Principe de Vergara,,3,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1598,470000,5165,True,HouseType 1: Pisos,False,,1952.0,,,True,True,True,True,False,False,False,False,False,False,False,E,False,,,,,,
14941,6801,Piso en venta en Luis Cabrera,"Prosperidad, Madrid",85.0,,3,1.0,,Luis Cabrera,True,Luis Cabrera,,4,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1250,320000,3765,True,HouseType 1: Pisos,True,False,1976.0,False,True,False,True,True,True,False,False,False,True,True,False,False,en trámite,True,True,0.0,False,False,True,True
16313,5429," Chalet adosado en venta en calle Sous de Plata, 53","Pau de Carabanchel, Madrid",215.0,165.0,3,4.0,4.0,"Calle Sous de Plata, 53",False,Calle Sous de Plata,53,,False,Neighborhood 16: Pau de Carabanchel (3120.54 €/m2) - District 3: Carabanchel,sale,1890,597000,2777,True,HouseType 2: Casa o chalet,False,False,,False,True,True,True,,,True,True,True,True,False,False,False,en trámite,True,True,0.0,,,,
14945,6797,"Piso en venta en paseo de la Habana, 1","El Viso, Madrid",116.0,,2,2.0,,"Paseo de la Habana, 1",False,Paseo de la Habana,1,6,False,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2285,775000,6681,True,HouseType 1: Pisos,False,False,,,,True,True,True,True,False,False,True,False,True,False,False,en trámite,False,,,False,False,True,False
14946,6796,"Ático en venta en calle del corazón de maría, 5","Prosperidad, Madrid",75.0,,3,2.0,,"Calle del corazn de maria, 5",False,Calle del corazn de maria,5,7,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1633,485000,6467,True,HouseType 5: Áticos,False,False,,,,True,True,True,False,False,False,True,False,False,False,False,D,False,,,False,False,True,True
14947,6795,Piso en venta en calle Sánchez Balderas,"Prosperidad, Madrid",58.0,,2,1.0,,Calle Snchez Balderas,True,Calle Snchez Balderas,,3,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1101,262500,4526,True,HouseType 1: Pisos,False,False,1988.0,,,False,False,False,,False,False,False,False,False,False,False,E,False,,,,,,
14948,6794,"Piso en venta en calle Víctor Andrés Belaunde, 21","Bernabéu-Hispanoamérica, Madrid",92.0,,1,1.0,,"Calle Victor Andrs Belaunde, 21",False,Calle Victor Andrs Belaunde,21,Bajo,True,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1346,360000,3913,True,HouseType 1: Pisos,False,False,1965.0,True,False,False,False,True,True,False,False,False,False,False,False,False,no indicado,False,,,False,False,False,True
14955,6787,Piso en venta en calle Constancia,"Prosperidad, Madrid",47.0,42.0,1,1.0,,Calle Constancia,True,Calle Constancia,,6,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1035,239000,5085,True,HouseType 1: Pisos,False,False,,False,True,True,True,True,False,False,False,False,False,False,False,False,C,False,,,True,True,True,False
14956,6786,"Piso en venta en calle del Corazón de María, 7","Prosperidad, Madrid",140.0,130.0,5,4.0,,"Calle del Corazn de Maria, 7",False,Calle del Corazn de Maria,7,5,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1781,550000,3929,True,HouseType 1: Pisos,True,False,,,,False,False,True,False,False,False,False,False,False,False,False,no indicado,True,True,0.0,,,,
14959,6783,"Piso en venta en Nicaragua, 9","Bernabéu-Hispanoamérica, Madrid",90.0,84.0,4,1.0,,"Nicaragua, 9",False,Nicaragua,9,1,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1380,374500,4161,True,HouseType 1: Pisos,True,False,1952.0,True,False,True,True,True,True,False,False,False,False,False,False,False,en trámite,False,,,False,True,False,False
14963,6779,"Piso en venta en calle Clara del Rey, 33","Prosperidad, Madrid",140.0,136.0,4,2.0,,"Calle Clara del Rey, 33",False,Calle Clara del Rey,33,5,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1920,610000,4357,True,HouseType 1: Pisos,False,False,1972.0,True,False,False,True,True,True,False,False,True,False,False,True,False,en trámite,False,,,False,False,True,True
14967,6775,"Piso en venta en calle de Luis Cabrera, 29","Prosperidad, Madrid",108.0,105.0,3,2.0,,"Calle de Luis Cabrera, 29",False,Calle de Luis Cabrera,29,Entreplanta exterior,True,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1320,349000,3231,True,HouseType 1: Pisos,False,False,,,,True,True,True,True,False,True,False,False,False,False,False,en trámite,False,,,,,,
14968,6774,"Piso en venta en calle Zabaleta, 30","Prosperidad, Madrid",65.0,,1,1.0,,"Calle Zabaleta, 30",False,Calle Zabaleta,30,1,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1197,299000,4600,True,HouseType 1: Pisos,False,False,1975.0,False,True,False,False,False,True,False,False,True,False,False,False,False,en trámite,False,,,True,False,False,False
14970,6772,"Piso en venta en calle de Agustín de Foxá, 16 -18","Castilla, Madrid",71.0,60.0,2,1.0,,"Calle de Agustin de Fox, 16 -18",False,Calle de Agustin de Fox,16 -18,8,False,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,1323,350000,4930,True,HouseType 1: Pisos,False,False,1961.0,True,False,False,True,True,True,False,False,True,False,True,True,False,D,False,,,False,False,False,True
14971,6771,"Ático en venta en calle de Padre Damián, 29","Nueva España, Madrid",256.0,205.0,2,2.0,,"Calle de Padre Damin, 29",False,Calle de Padre Damin,29,1,False,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,-6611,1640000,6406,True,HouseType 5: Áticos,False,False,1969.0,True,False,True,True,True,True,False,False,True,True,True,True,True,no indicado,True,True,0.0,False,True,False,True
14972,6770,"Piso en venta en calle de Canillas, 78","Prosperidad, Madrid",75.0,,2,1.0,,"Calle de Canillas, 78",False,Calle de Canillas,78,4,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1157,283500,3780,True,HouseType 1: Pisos,False,False,,False,True,True,True,False,True,False,False,False,False,False,False,False,en trámite,False,,,False,True,True,False
14973,6769,Piso en venta en calle Clara del Rey,"Prosperidad, Madrid",100.0,,3,2.0,,Calle Clara del Rey,True,Calle Clara del Rey,,6,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1485,420000,4200,True,HouseType 1: Pisos,False,False,,True,False,False,True,True,False,False,False,True,True,True,False,False,en trámite,False,,,,,,
14974,6768,Piso en venta en calle Santa María Magdalena,"Nueva España, Madrid",151.0,121.0,4,2.0,,Calle Santa Maria Magdalena,True,Calle Santa Maria Magdalena,,3,False,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1989,640000,4238,True,HouseType 1: Pisos,False,False,,,,False,False,True,True,False,False,True,False,False,False,True,en trámite,True,True,0.0,False,False,True,False
14975,6767,"Dúplex en venta en calle de Oruro, 10","Bernabéu-Hispanoamérica, Madrid",236.0,,4,3.0,,"Calle de Oruro, 10",False,Calle de Oruro,10,6,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1536,1250000,5297,True,HouseType 4: Dúplex,False,False,1987.0,False,True,False,True,True,True,False,True,True,True,False,False,False,en trámite,False,,,False,False,True,False
14976,6766,"Piso en venta en calle Santa María Magdalena, 9","Nueva España, Madrid",145.0,,4,2.0,,"Calle Santa Maria Magdalena, 9",False,Calle Santa Maria Magdalena,9,3,False,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1989,640000,4414,True,HouseType 1: Pisos,False,False,,True,False,True,True,True,True,False,False,True,True,False,True,False,D,True,True,0.0,True,True,True,True
14977,6765,"Piso en venta en calle de Chile, 25","Nueva España, Madrid",81.0,70.0,1,1.0,,"Calle de Chile, 25",False,Calle de Chile,25,5,False,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1370,370000,4568,True,HouseType 1: Pisos,False,False,,False,True,True,False,True,False,False,False,False,False,False,True,False,en trámite,False,,,False,True,True,False
14978,6764,"Piso en venta en paseo de la Castellana, 226","Castilla, Madrid",162.0,135.0,4,2.0,,"Paseo de la Castellana, 226",False,Paseo de la Castellana,226,4,False,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,2012,650000,4012,True,HouseType 1: Pisos,False,False,,True,False,False,True,True,True,False,False,False,False,True,False,True,E,True,True,0.0,False,True,False,False
14979,6763,"Piso en venta en calle Enrique Jardiel Poncela, 3","Nueva España, Madrid",145.0,125.0,3,2.0,,"Calle Enrique Jardiel Poncela, 3",False,Calle Enrique Jardiel Poncela,3,1,False,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,2174,722000,4979,True,HouseType 1: Pisos,False,False,,True,False,True,True,True,True,False,True,False,False,True,True,False,en trámite,True,True,0.0,True,True,True,False
14980,6762,"Piso en venta en calle de Uruguay, 23","Bernabéu-Hispanoamérica, Madrid",130.0,,5,2.0,,"Calle de Uruguay, 23",False,Calle de Uruguay,23,5,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1966,630000,4846,True,HouseType 1: Pisos,False,False,,,,False,True,True,True,False,False,True,False,False,False,True,en trámite,True,True,0.0,False,True,True,True
14981,6761,"Piso en venta en calle del Corazón de María, 39","Prosperidad, Madrid",79.0,78.0,3,1.0,,"Calle del Corazn de Maria, 39",False,Calle del Corazn de Maria,39,3,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1453,406000,5139,True,HouseType 1: Pisos,False,False,,,,False,True,True,True,False,False,False,False,False,False,False,no indicado,False,,,False,False,False,True
